patient_id,dataset,is_lesion,fg_voxels,fg_pct,bbox_size,dist_to_center
Unknown,Unknown,True,8085,0.19276142120361328,0,63.03779453095919
Unknown,Unknown,True,20365,0.48553943634033203,0,52.899417327257176
Unknown,Unknown,True,125300,2.987384796142578,0,41.25006702573729
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,2146,0.05116462707519531,0,79.52085441741711
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,44064,1.050567626953125,0,22.488434969628635
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,395,0.009417533874511719,0,145.0650673359151
Unknown,Unknown,True,1341,0.03197193145751953,0,95.22147970042353
Unknown,Unknown,True,4908,0.11701583862304688,0,11.172518026916443
Unknown,Unknown,True,4364,0.10404586791992188,0,44.104477583392885
Unknown,Unknown,True,32966,0.7859706878662109,0,38.649973569421064
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,362,0.008630752563476562,0,94.01763260207379
Unknown,Unknown,True,2852,0.06799697875976562,0,94.35814133847857
Unknown,Unknown,True,9367,0.2233266830444336,0,33.6394164307926
Unknown,Unknown,True,11196,0.2669334411621094,0,24.926670021293432
Unknown,Unknown,True,11478,0.27365684509277344,0,48.63908090811278
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,690,0.016450881958007812,0,14.239092120665772
Unknown,Unknown,True,599,0.014281272888183594,0,14.270283188917242
Unknown,Unknown,True,11664,0.2780914306640625,0,24.69077811629986
Unknown,Unknown,True,23266,0.5547046661376953,0,98.3027991458456
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,4703,0.11212825775146484,0,34.69798854975141
Unknown,Unknown,True,3069,0.07317066192626953,0,61.75344558355593
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,348,0.008296966552734375,0,10.760949837634278
Unknown,Unknown,True,91223,2.1749258041381836,0,89.91175624103869
Unknown,Unknown,True,5781,0.13782978057861328,0,130.1604889589996
Unknown,Unknown,True,4948,0.11796951293945312,0,31.00835051799598
Unknown,Unknown,True,5031,0.1199483871459961,0,17.392362085658156
Unknown,Unknown,True,204,0.004863739013671875,0,114.22592339775744
Unknown,Unknown,True,6601,0.1573801040649414,0,118.80212752720364
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,78,0.0018596649169921875,0,152.90006914073803
Unknown,Unknown,True,623,0.014853477478027344,0,98.25854036794101
Unknown,Unknown,True,14754,0.3517627716064453,0,60.55928108384753
Unknown,Unknown,True,15247,0.36351680755615234,0,52.19526082377017
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,3940,0.09393692016601562,0,36.15351942671528
Unknown,Unknown,True,2387,0.05691051483154297,0,4.4683820859781145
Unknown,Unknown,True,462,0.011014938354492188,0,6.877749551399289
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,26185,0.6242990493774414,0,24.119181167893018
Unknown,Unknown,True,1656,0.03948211669921875,0,109.21653599127256
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,50582,1.2059688568115234,0,41.08057465622421
Unknown,Unknown,True,2464,0.058746337890625,0,17.448798926376234
Unknown,Unknown,True,13895,0.3312826156616211,0,60.804197076628164
Unknown,Unknown,True,2667,0.06358623504638672,0,102.68508255608934
Unknown,Unknown,True,473,0.011277198791503906,0,117.96401009936656
Unknown,Unknown,True,219,0.005221366882324219,0,82.96766505656772
Unknown,Unknown,True,2260,0.053882598876953125,0,98.10237878897239
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,3942,0.09398460388183594,0,98.1775400343737
Unknown,Unknown,True,68624,1.6361236572265625,0,97.98706284851511
Unknown,Unknown,True,24451,0.5829572677612305,0,63.29492628107166
Unknown,Unknown,True,11317,0.2698183059692383,0,29.27552629365926
Unknown,Unknown,True,98050,2.3376941680908203,0,81.30849944244378
Unknown,Unknown,True,1443,0.03440380096435547,0,77.83649941179318
Unknown,Unknown,True,392,0.00934600830078125,0,10.12510982414727
Unknown,Unknown,True,5337,0.1272439956665039,0,92.559968282335
Unknown,Unknown,True,8740,0.20837783813476562,0,80.6894238662544
Unknown,Unknown,True,10351,0.24678707122802734,0,41.128215750639086
Unknown,Unknown,True,30094,0.7174968719482422,0,100.63716766169098
Unknown,Unknown,True,10196,0.24309158325195312,0,32.57431764885336
Unknown,Unknown,True,8184,0.19512176513671875,0,38.005954149065346
Unknown,Unknown,True,17576,0.41904449462890625,0,47.60929075998868
Unknown,Unknown,True,8226,0.1961231231689453,0,57.712839892296685
Unknown,Unknown,True,47395,1.1299848556518555,0,51.14173554832842
Unknown,Unknown,True,24076,0.5740165710449219,0,62.35934343139011
Unknown,Unknown,True,10314,0.24590492248535156,0,32.96023023329276
Unknown,Unknown,True,552,0.01316070556640625,0,12.611740080126431
Unknown,Unknown,True,61803,1.4734983444213867,0,41.916153248102916
Unknown,Unknown,True,25836,0.6159782409667969,0,73.87854840503165
Unknown,Unknown,True,1621,0.03864765167236328,0,61.269324684401006
Unknown,Unknown,True,8753,0.20868778228759766,0,100.99551930254842
Unknown,Unknown,True,20763,0.4950284957885742,0,29.30249744113053
Unknown,Unknown,True,389,0.009274482727050781,0,13.5699893095551
Unknown,Unknown,True,103,0.0024557113647460938,0,5.786270684705164
Unknown,Unknown,True,714,0.017023086547851562,0,50.91182720737259
Unknown,Unknown,True,13057,0.31130313873291016,0,104.08423148726246
Unknown,Unknown,True,54721,1.3046503067016602,0,65.22478047546531
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,5563,0.13263225555419922,0,32.47142179858303
Unknown,Unknown,True,8543,0.20368099212646484,0,73.73069740568398
Unknown,Unknown,True,1143,0.027251243591308594,0,32.750678316274026
Unknown,Unknown,True,64930,1.5480518341064453,0,50.51106847852725
Unknown,Unknown,True,8384,0.19989013671875,0,62.2545435370256
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,944,0.0225067138671875,0,20.8961116375759
Unknown,Unknown,True,76288,1.81884765625,0,28.264598423678773
Unknown,Unknown,True,314,0.0074863433837890625,0,150.36844070935192
Unknown,Unknown,True,2205,0.05257129669189453,0,115.92440624092836
Unknown,Unknown,True,1367,0.032591819763183594,0,52.13934398679129
Unknown,Unknown,True,302,0.0072002410888671875,0,35.8092917973458
Unknown,Unknown,True,47245,1.126408576965332,0,93.36906739433347
Unknown,Unknown,True,22642,0.5398273468017578,0,24.238032082542894
Unknown,Unknown,True,5924,0.14123916625976562,0,103.8546083849128
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,560,0.0133514404296875,0,7.213019074283718
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,5460,0.13017654418945312,0,98.35313568360816
Unknown,Unknown,True,96,0.002288818359375,0,48.400698768788345
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,16051,0.38268566131591797,0,48.28604707628929
Unknown,Unknown,True,7367,0.1756429672241211,0,37.581819173105075
Unknown,Unknown,True,7961,0.1898050308227539,0,94.09936629992205
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,10883,0.25947093963623047,0,13.66354188486509
Unknown,Unknown,True,415,0.009894371032714844,0,30.854276574629914
Unknown,Unknown,True,46229,1.1021852493286133,0,37.16133375653837
Unknown,Unknown,True,9399,0.2240896224975586,0,49.61774239837699
Unknown,Unknown,True,13994,0.33364295959472656,0,42.10556320131573
Unknown,Unknown,True,1113,0.026535987854003906,0,30.707264015459142
Unknown,Unknown,True,3593,0.0856637954711914,0,84.20481376046897
Unknown,Unknown,True,8544,0.203704833984375,0,81.72868996365814
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,10231,0.2439260482788086,0,62.119562576395744
Unknown,Unknown,True,13725,0.32722949981689453,0,71.78278044884756
Unknown,Unknown,True,141,0.0033617019653320312,0,118.17582480991916
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,3665,0.08738040924072266,0,18.94258610119416
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,8365,0.19943714141845703,0,19.6932534491015
Unknown,Unknown,True,19790,0.4718303680419922,0,36.87793965657496
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,8325,0.19848346710205078,0,10.751948710101056
Unknown,Unknown,True,7522,0.1793384552001953,0,46.527198652944044
Unknown,Unknown,True,545,0.012993812561035156,0,14.243361705436316
Unknown,Unknown,True,3219,0.07674694061279297,0,10.260496179125234
Unknown,Unknown,True,3440,0.0820159912109375,0,29.86379350048999
Unknown,Unknown,True,397,0.009465217590332031,0,79.06965573896284
Unknown,Unknown,True,8151,0.1943349838256836,0,52.00346279318982
Unknown,Unknown,True,2770,0.06604194641113281,0,9.514352577831305
Unknown,Unknown,True,8761,0.2088785171508789,0,12.730176982675346
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,3498,0.08339881896972656,0,26.576202641146992
Unknown,Unknown,True,265,0.006318092346191406,0,6.150380341292635
Unknown,Unknown,True,1773,0.04227161407470703,0,3.726126941909224
Unknown,Unknown,True,14318,0.3413677215576172,0,102.75832345598377
Unknown,Unknown,True,8504,0.20275115966796875,0,115.83705599342693
Unknown,Unknown,True,109858,2.6192188262939453,0,19.623551608538833
Unknown,Unknown,True,3721,0.0887155532836914,0,39.95729983339853
Unknown,Unknown,True,5338,0.12726783752441406,0,101.83988910633485
Unknown,Unknown,True,17680,0.4215240478515625,0,53.17057199937691
Unknown,Unknown,True,3592,0.08563995361328125,0,126.00450797715655
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,551,0.013136863708496094,0,89.31572790109983
Unknown,Unknown,True,62779,1.4967679977416992,0,41.52196854715174
Unknown,Unknown,True,53945,1.286149024963379,0,12.935815207868892
Unknown,Unknown,True,8936,0.21305084228515625,0,48.0912904588039
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,226,0.0053882598876953125,0,154.57307341709478
Unknown,Unknown,True,1733,0.04131793975830078,0,86.83968232446162
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,4629,0.11036396026611328,0,62.11566576164172
Unknown,Unknown,True,51100,1.2183189392089844,0,30.06473284889126
Unknown,Unknown,True,4491,0.10707378387451172,0,107.69553369156702
Unknown,Unknown,True,26882,0.6409168243408203,0,49.5895721524307
Unknown,Unknown,True,13474,0.3212451934814453,0,39.95802022108221
Unknown,Unknown,True,29285,0.6982088088989258,0,29.466174308829668
Unknown,Unknown,True,627,0.014948844909667969,0,28.00340970437085
Unknown,Unknown,True,4428,0.10557174682617188,0,22.563260657146206
Unknown,Unknown,True,17400,0.41484832763671875,0,37.25944843950896
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,3476,0.08287429809570312,0,29.16247625014135
Unknown,Unknown,True,10222,0.2437114715576172,0,31.828261548660773
Unknown,Unknown,True,7180,0.17118453979492188,0,84.06600263097246
Unknown,Unknown,True,24451,0.5829572677612305,0,54.669452770421174
Unknown,Unknown,True,8893,0.21202564239501953,0,120.03965113347613
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,15009,0.35784244537353516,0,77.62024063805346
Unknown,Unknown,True,6032,0.1438140869140625,0,23.87871794169935
Unknown,Unknown,True,3721,0.0887155532836914,0,37.40691347286512
Unknown,Unknown,True,8761,0.2088785171508789,0,10.277984126618144
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,107387,2.560305595397949,0,51.595560580569575
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,14978,0.3571033477783203,0,36.644944470136934
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,36847,0.8785009384155273,0,68.46836979809873
Unknown,Unknown,True,17104,0.4077911376953125,0,21.611668332222877
Unknown,Unknown,True,18989,0.45273303985595703,0,99.14809056279225
Unknown,Unknown,True,9574,0.22826194763183594,0,85.61227081851055
Unknown,Unknown,True,11479,0.2736806869506836,0,44.964751192597056
Unknown,Unknown,True,3067,0.07312297821044922,0,62.57594509587456
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,522,0.012445449829101562,0,10.361537445637165
Unknown,Unknown,True,3940,0.09393692016601562,0,47.219351883348295
Unknown,Unknown,True,542,0.012922286987304688,0,53.15472050934184
Unknown,Unknown,True,204,0.004863739013671875,0,125.55503112187628
Unknown,Unknown,True,1543,0.036787986755371094,0,29.11090856754562
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,96424,2.2989273071289062,0,63.77366159740106
Unknown,Unknown,True,533,0.012707710266113281,0,11.075712140845814
Unknown,Unknown,True,2566,0.06117820739746094,0,103.89224416635534
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,10820,0.2579689025878906,0,16.564575771209313
Unknown,Unknown,True,11380,0.2713203430175781,0,44.45107223074063
Unknown,Unknown,True,8387,0.19996166229248047,0,68.00006181427804
Unknown,Unknown,True,2872,0.06847381591796875,0,5.243576476585742
Unknown,Unknown,True,702,0.016736984252929688,0,8.58834851308333
Unknown,Unknown,True,8604,0.20513534545898438,0,60.089731291170544
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,3451,0.08227825164794922,0,38.73798425378695
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,20466,0.4879474639892578,0,28.373158475037894
Unknown,Unknown,True,47879,1.141524314880371,0,62.06687104609789
Unknown,Unknown,True,6109,0.14564990997314453,0,29.711692972922275
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,16982,0.40488243103027344,0,145.40837876647134
Unknown,Unknown,True,248,0.00591278076171875,0,62.023830170664496
Unknown,Unknown,True,1907,0.04546642303466797,0,5.349308079096966
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,59323,1.4143705368041992,0,39.2465291693465
Unknown,Unknown,True,3440,0.0820159912109375,0,29.86379350048999
Unknown,Unknown,True,35582,0.8483409881591797,0,62.12732095913324
Unknown,Unknown,True,15873,0.37844181060791016,0,91.66911798027796
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,752,0.0179290771484375,0,114.05080844580822
Unknown,Unknown,True,406,0.009679794311523438,0,13.234207901739286
Unknown,Unknown,True,43741,1.0428667068481445,0,72.3349989354929
Unknown,Unknown,True,78044,1.8607139587402344,0,42.273787328917145
Unknown,Unknown,True,3857,0.09195804595947266,0,48.19612633665322
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,3126,0.07452964782714844,0,11.548631641753143
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,16,0.0003814697265625,0,133.76067422359233
Unknown,Unknown,True,15022,0.3581523895263672,0,68.15881893943109
